facility_id,facility_name,google_lat,google_long,price_level,rating,total_ratings,avg_inspection_score,avg_violations_count,city,siteAddress
FA0000545,MOES BROADWAY BAGEL,40.0148045,-105.213055,1,4.3,452,20.625,2.5,BOULDER,3075 ARAPAHOE RD
FA0000547,GAIA MASALA AND BURGER,40.0076462,-105.2758206,2,4.5,283,43.0,8.5,BOULDER,1116 13TH ST
FA0000556,MOUNTAIN SUN PUB & BREWERY,40.0190106,-105.2752151,1,4.6,2057,35.0,2.5,BOULDER,1535 PEARL ST
FA0000558,MUSTARDS LAST STAND,40.0144493,-105.2790174,1,4.4,801,10.0,1.0,BOULDER,1719 BROADWAY ST
FA0000567,NEDERLAND COMMUNITY CENTER,39.9646611,-105.5120895,2,5.0,3,20.0,1.5,NEDERLAND,750 N HWY 72
FA0000572,NICK N WILLYS PIZZA,40.0171028,-105.2848247,1,4.3,169,39.57142857142857,3.5,BOULDER,805 PEARL ST
FA0000574,KTS BBQ,40.0251452,-105.2810435,2,4.2,159,37.2,2.5,BOULDER,2660 BROADWAY ST
FA0000578,MILE HIGH PHO,39.9612135,-105.166467,2,4.2,261,46.57142857142857,3.25,LOUISVILLE,1100 W DILLON RD
FA0000579,NOODLES AND COMPANY #102,40.0260409,-105.2813368,1,3.7,175,10.333333333333334,1.5,BOULDER,1245 ALPINE AVE
FA0000580,TWELVE DEGREE BREWING,39.9782539,-105.1318801,2,4.7,260,25.714285714285715,3.5,LOUISVILLE,820 MAIN ST UNIT 101
FA0000582,SANTO,40.0259872,-105.2811539,2,4.6,573,56.31818181818182,5.333333333333333,BOULDER,1265 ALPINE AVE
FA0000587,MAY WAH RESTAURANT,39.9988256,-105.2612517,2,4.4,346,39.1578947368421,5.333333333333333,BOULDER,2500 BASELINE RD
FA0000590,BLACK PEPPER PHO,40.0219741,-105.2590053,2,4.2,385,76.8108108108108,6.2,BOULDER,2770 PEARL ST UNIT B
FA0000592,LITTLE TIBET RESTAURANT,40.055839,-105.2826737,2,4.7,269,38.84615384615385,3.333333333333333,BOULDER,4479 N BROADWAY ST
FA0000594,BEST WESTERN PLUS BOULDER INN,40.0015558,-105.2574744,2,4.0,240,42.27272727272727,3.6666666666666665,BOULDER,770 28TH ST
FA0000599,OSKAR BLUES,40.2242961,-105.2685792,2,4.3,1799,20.0,2.0,LYONS,303 MAIN ST
FA0000603,OUTBACK SALOON THE,40.03166150000001,-105.2593591,1,4.1,411,70.3125,4.0,BOULDER,3141 28TH ST UNIT B
FA0000605,QUES ESPRESSO,40.1512854,-105.1531705,1,4.6,174,19.285714285714285,2.5,LONGMONT,600 S AIRPORT RD E BLDG A D
FA0000611,TACO BOULDER,40.0169852,-105.2800769,2,4.5,1401,141.89655172413794,9.666666666666666,BOULDER,1175 WALNUT ST
FA0000613,PANADERIA LA PANDA BAKERY,40.1517349,-105.1034871,1,4.2,188,56.0,4.5,LONGMONT,609 KEN PRATT BLVD
FA0000614,PARMA TRATTORIA MOZZARELLA BAR,39.9616196,-105.1672438,2,4.5,1124,20.666666666666668,3.0,LOUISVILLE,1132 W DILLON RD UNIT E 1
FA0000615,DOS WAPOS,40.014328,-105.128281,1,4.5,105,27.0,6.666666666666667,LAFAYETTE,1389 FOREST PARK CIR UNIT 102
FA0000616,FRANKS CHOP HOUSE,40.0165533,-105.2828453,3,4.3,446,55.90909090909091,3.6666666666666665,BOULDER,921 WALNUT ST
FA0000621,PAPA MURPHYS,40.2003792,-105.1019365,1,4.2,237,29.0,2.5,LONGMONT,2330 MAIN ST UNIT B
FA0000624,PARKWAY RESTAURANT,40.0249054,-105.2433207,1,4.7,1101,90.5,5.0,BOULDER,4700 PEARL ST UNIT 4
FA0000627,EMPIRE LOUNGE AND RESTAURANT,39.9781258,-105.1318116,2,4.3,317,72.6,8.333333333333334,LOUISVILLE,816 MAIN ST
FA0000628,PASTA JAYS,40.0175029,-105.282453,2,4.2,1453,45.57142857142857,3.5,BOULDER,1001 PEARL ST
FA0000629,STARBUCKS COFFEE 10857,39.9999024,-105.2630509,2,4.1,302,5.0,1.0,BOULDER,2400 BASELINE RD
FA0000630,FLATIRON COFFEE,40.015,-105.2591928,1,4.4,488,15.0,2.5,BOULDER,2721 ARAPAHOE AVE
FA0000639,MCCARTHYS PUB,40.15862569999999,-105.1021878,1,4.1,346,23.33333333333333,3.0,LONGMONT,30 S MAIN ST
FA0000642,MCDONALDS 0109,40.0193158,-105.2579323,1,3.5,1088,24.0,2.5,BOULDER,1800 28TH ST
FA0000644,MCDONALDS HOVER,40.1496672,-105.1314461,1,3.3,928,27.23076923076923,2.333333333333333,LONGMONT,1051 S HOVER ST
FA0000649,INDIAN PEAKS GOLF COURSE AT LAFAYET,40.0067463,-105.1244908,2,4.4,106,25.33333333333333,2.5,LAFAYETTE,2300 INDIAN PEAKS TR
FA0000653,ILLEGAL PETES,40.0188174,-105.2763118,1,4.5,1335,22.83333333333333,2.0,BOULDER,1447 PEARL ST
FA0000654,CASA ALEGRE,39.9767355,-105.1303268,2,4.1,621,87.775,6.8,LOUISVILLE,1006 PINE ST
FA0000655,COVERED WAGON,39.96205339999999,-105.5100258,2,4.1,69,33.57142857142857,2.5,NEDERLAND,15 E FIRST ST
FA0000656,BROOKLYN PIZZA,40.0147787,-105.2727487,1,4.3,317,55.03703703703704,7.666666666666667,BOULDER,1647 ARAPAHOE AVE
FA0000657,JAMBA JUICE,40.0149787,-105.2524629,1,3.7,260,23.33333333333333,1.5,BOULDER,3053 ARAPAHOE AVE
FA0000658,JANIES CAFE,40.1664027,-105.1029414,1,4.5,573,35.0,2.5,LONGMONT,431 MAIN ST
FA0000659,JAPANGO,40.0175623,-105.280328,2,4.4,979,29.0,2.5,BOULDER,1136 PEARL ST UNIT 103
FA0000660,MIKE OSHAYS,40.1678872,-105.1023241,2,4.3,1085,69.95652173913044,5.75,LONGMONT,512 MAIN ST
FA0000661,JANUARY COFFEE,40.0194791,-105.2516056,2,5.0,26,17.0,1.5,BOULDER,1886 30TH ST UNIT B
FA0000665,JAVA STOP,40.1641823,-105.1027359,1,4.9,183,17.0,4.0,LONGMONT,301 MAIN ST
FA0000666,JAX FISH HOUSE,40.0170094,-105.2831766,3,4.6,644,42.5,2.5,BOULDER,928 PEARL ST
FA0000667,TIP TOP SAVORY PIES,40.0711303,-105.2004071,2,4.6,68,50.0,5.333333333333333,BOULDER,6565 GUNPARK DR UNIT 190
FA0000672,BLACKJACK PIZZA & SALADS,39.9873792,-105.1298839,1,3.6,181,26.444444444444443,2.6666666666666665,LOUISVILLE,1075 E SOUTH BOULDER RD UNIT 115
FA0000673,3S BAR,40.1646619,-105.1028044,1,3.7,178,15.0,3.5,LONGMONT,333 MAIN ST
FA0000674,ATTIC BAR AND BISTRO,40.01655299999999,-105.2824109,1,4.2,414,65.33333333333333,5.0,BOULDER,949 WALNUT ST
FA0000675,PUMPHOUSE RED ZONE,40.1687378,-105.102082,2,4.5,3357,31.11111111111111,3.0,LONGMONT,540 MAIN ST
FA0000677,CHINA GOURMET - BOULDER,39.9903869,-105.2567228,2,4.2,297,52.285714285714285,7.0,BOULDER,3970 N BROADWAY ST 102
FA0000678,SPRUCE FARM,40.0194026,-105.2794143,2,4.2,351,47.5,2.6666666666666665,BOULDER,2115 13TH ST
FA0000679,QDOBA MEXICAN GRILL #2030,40.0153594,-105.2589612,1,4.0,574,21.125,2.0,BOULDER,1625 28TH ST
FA0000680,CYCLHOPS,40.1518294,-105.1537064,2,4.4,763,10.333333333333334,1.5,LONGMONT,600 S AIRPORT RD UNIT C
FA0000682,GUACAMOLES,40.1516843,-105.1067555,2,4.0,378,76.25,5.333333333333333,LONGMONT,827 KEN PRATT BLVD
FA0000684,PERKINS RESTAURANT AND BAKERY,40.1949982,-105.1030616,2,4.0,1279,39.583333333333336,3.0,LONGMONT,2051 N MAIN ST
FA0000685,PERSIMMON GRILL AT LAKE VALLEY GOLF,40.0966294,-105.25148,2,4.8,36,36.11111111111112,4.5,LONGMONT,4400 LAKE VALLEY DR
FA0000688,RALLY SPORT HEALTH AND FITNESS,40.02803189999999,-105.2568783,2,4.3,76,20.0,1.5,BOULDER,2727 29TH ST
FA0000694,RED LOBSTER #6235,40.14236959999999,-105.1291391,2,4.2,1184,12.25,1.5,LONGMONT,2177 KEN PRATT BLVD
FA0000696,FLOWER CHILD,40.0141238,-105.2611205,2,4.5,513,3.6666666666666665,1.5,BOULDER,2580 ARAPAHOE AVE
FA0000697,POST BREWING COMPANY,40.018848,-105.2790964,2,4.4,352,49.09090909090909,4.0,BOULDER,2027 13TH ST
FA0000714,PIZZA COLORE,40.0181034,-105.2777314,1,4.5,554,30.0,3.0,BOULDER,1336 PEARL ST
FA0000720,RIO GRANDE MEXICAN RESTAURANT,40.0170142,-105.2808772,2,4.2,1702,44.5,4.666666666666667,BOULDER,1101 WALNUT ST
FA0000721,GOOD BIRD KITCHEN,40.144527,-105.1301963,2,4.2,861,57.0,4.5,LONGMONT,1258 S HOVER ST
FA0000724,LUCKYS CAFE,40.047736,-105.280695,2,4.3,277,21.666666666666668,1.5,BOULDER,3980 BROADWAY ST
FA0000725,TANGERINE RESTAURANT,39.99602480000001,-105.090221,2,4.3,757,36.41666666666666,6.0,LAFAYETTE,300 S PUBLIC RD
FA0000728,ROCKY MOUNTAIN CHOCOLATE FACTORY,40.0180746,-105.278474,2,4.4,124,16.5,2.0,BOULDER,1300 PEARL ST
FA0000731,COSMOS PIZZA,39.9988213,-105.2537345,1,4.4,1032,13.625,2.5,BOULDER,659 3OTH ST
FA0000737,SMACK DADDY PIZZA,40.1734871,-105.1030472,1,4.2,262,19.0,4.0,LONGMONT,829 MAIN ST UNIT 4
FA0000738,3 MARGARITAS,40.2013638,-105.101731,2,4.3,1553,59.10714285714285,4.5,LONGMONT,2350 N MAIN ST
FA0000743,WINOT COFFEE,40.10004929999999,-105.1672438,2,4.6,178,32.5,2.0,NIWOT,7960 NIWOT RD UNIT D 13
FA0000747,JAI THAI RESTAURANT,40.14337200000001,-105.127429,2,4.5,378,37.09090909090909,5.5,LONGMONT,2055 KEN PRATT BLVD UNIT A
FA0000748,IL PASTAIO,40.0150595,-105.2519596,2,4.7,507,70.45454545454545,5.5,BOULDER,3075 ARAPAHOE RD UNIT B
FA0000751,PRESS PLAY,40.0175331,-105.2824077,1,4.2,676,17.666666666666668,2.0,BOULDER,1005 PEARL ST
FA0000754,TADKA INDIAN CUISINE,40.0141193,-105.2294375,2,4.7,588,61.45454545454545,3.6666666666666665,BOULDER,5290 ARAPAHOE RD UNIT B
FA0000758,SMASHBURGER,39.9607009,-105.1641366,2,3.7,432,1.4615384615384617,4.333333333333333,LOUISVILLE,994 W DILLON RD UNIT 500
FA0000759,NEPAL CUISINE,39.98498,-105.2386611,1,4.6,283,16.666666666666668,1.5,BOULDER,4720 TABLE MESA DR
FA0000770,BEST WESTERN PLUS,39.95985200000001,-105.1628572,2,4.5,532,43.66666666666666,4.0,LOUISVILLE,960 W DILLON RD
FA0000773,YURIHANA,40.07018739999999,-105.2004522,2,3.9,233,97.0,8.666666666666666,BOULDER,6525 GUNPARK DR UNIT 330
FA0000780,SAKURA JAPANESE CUISINE,40.1512854,-105.1531705,2,4.7,450,53.2,7.5,LONGMONT,600 S AIRPORT RD BLDG B-F
FA0000782,SCROOGE MAKI,40.0075099,-105.2764136,2,4.3,183,47.6875,5.333333333333333,BOULDER,1107 13TH ST
FA0000783,PICAS MEXICAN TAQUERIA BOULDER,40.0138239,-105.2275209,2,4.4,798,31.428571428571427,2.0,BOULDER,5360 ARAPAHOE RD UNIT F
FA0000785,SUNSET GOLF COURSE,40.1702863,-105.1222181,2,4.4,216,18.857142857142858,3.6666666666666665,LONGMONT,1900 LONGS PEAK AVE
FA0000790,VINA PHO AND GRILL,40.015327,-105.2533607,1,4.2,419,47.09090909090909,3.6666666666666665,BOULDER,1630 30TH ST UNIT B
FA0000798,WATERLOO THE,39.9781583,-105.1324512,2,4.4,1328,70.64516129032258,6.2,LOUISVILLE,817 MAIN ST
FA0000800,GHOST BOX PIZZA,39.9979618,-105.0908376,2,4.5,119,70.47619047619048,7.0,LAFAYETTE,103 S PUBLIC RD
FA0000801,RUTHIES,40.0184655,-105.2775157,2,4.7,89,36.5,4.0,BOULDER,1397 PEARL ST
FA0000803,SUBWAY 11652,39.9985426,-105.2619911,1,3.7,152,22.5,2.6666666666666665,BOULDER,2480 BASELINE RD
FA0000805,FLOWER PEPPER RESTAURANT,40.0252212,-105.2824685,1,4.2,443,39.71428571428572,4.5,BOULDER,2655 BROADWAY ST
FA0000808,SUBWAY #17932 @ UMC  (CU),40.0065706,-105.2717488,1,3.4,27,11.0,2.333333333333333,BOULDER,1669 EUCLID AVE
FA0000818,MR SAKE SUSHI & GRILL,39.98737089999999,-105.1234743,2,4.2,170,54.78378378378378,8.25,LOUISVILLE,1387 E SOUTH BOULDER RD UNIT G
FA0000821,ZIGGIS COFFEE,40.1791422,-105.1170561,1,4.7,194,10.0,1.0,LONGMONT,1139 FRANCIS ST
FA0000826,SONIC DRIVE IN,40.2013872,-105.1031698,1,3.1,1405,61.29166666666666,6.333333333333333,LONGMONT,2339 N MAIN ST
FA0000829,PROTOS PIZZA,40.1512854,-105.1531705,2,4.6,314,20.0,2.0,LONGMONT,600 S AIRPORT RD BLDG B-L
FA0000830,SUSHI ZANMAI,40.0192646,-105.2798721,2,4.5,821,13.0,1.5,BOULDER,1221 SPRUCE ST
FA0000831,DELI ZONE ON THE HILL,40.0071438,-105.275669,1,4.5,56,42.5,2.5,BOULDER,1322 COLLEGE AVE
FA0000834,CASIAN SEAFOOD,39.9999146,-105.0906787,2,4.5,121,52.7,5.0,LAFAYETTE,211 N PUBLIC RD UNIT 110
FA0000838,TANDOORI GRILL,39.9844677,-105.2499488,2,4.5,414,21.0,2.5,BOULDER,619 S BROADWAY ST
FA0000840,TACO BELL #33866,40.0336669,-105.2590958,1,2.9,618,13.333333333333334,1.0,BOULDER,3255 28TH ST
FA0000841,TACO BELL #33840,40.1983477,-105.1019365,1,3.4,1062,12.5,1.0,LONGMONT,2220 MAIN ST
FA0000843,TACO BELL #33848,40.1448263,-105.126695,1,3.4,706,16.1,3.333333333333333,LONGMONT,2010 S KEN PRATT BLVD
FA0000844,TAQUERIA MADERO,40.1732489,-105.0878986,2,4.2,77,57.4,4.5,LONGMONT,830 LASHLEY ST UNIT A
FA0000845,TACO BELL 3612,39.9868343,-105.0869841,1,2.7,568,16.0,2.0,LAFAYETTE,450 SOUTH BOULDER RD
FA0000847,TACO BELL #33852,39.9997436,-105.2623424,1,3.0,523,7.5,1.0,BOULDER,2450 BASELINE RD
FA0000848,RUSTY MELON THE,40.0702236,-105.2007782,0,4.7,93,48.333333333333336,4.5,BOULDER,6525 GUNPARK DR UNIT 380
FA0000851,TARGET STORE 64,40.0218233,-105.2558731,2,3.9,863,21.666666666666668,2.0,BOULDER,2800 PEARL ST T64
FA0000863,TASTY ASIA,40.1720236,-105.1021192,1,4.2,571,67.5,6.0,LONGMONT,736 MAIN ST
FA0000870,SPICE CHINA,39.9677473,-105.164228,2,4.1,451,38.66666666666666,4.5,LOUISVILLE,269 MCCASLIN BLVD
FA0000872,SPICY HOUSE,40.1635887,-105.1002922,1,4.0,194,30.65625,6.5,LONGMONT,401 3RD AVE
FA0000878,UTE CREEK GOLF COURSE,40.1892487,-105.0638812,0,4.5,87,22.4,1.5,LONGMONT,2000 UTE CREEK DR
FA0000879,TEN PIN ALLEY,39.9855702,-105.0973629,2,4.0,720,40.333333333333336,6.5,LAFAYETTE,550 W SOUTH BOULDER RD
FA0000881,DUTCH BROS COFFEE,40.1752999,-105.1027587,1,4.7,651,21.5,2.75,LONGMONT,933 MAIN ST
FA0000882,ILLEGAL PETES,40.0078243,-105.2759595,1,4.4,515,39.0,6.0,BOULDER,1124 13TH ST
FA0000885,TAJ MAHAL III,39.9878773,-105.1295946,2,4.6,648,68.12820512820512,7.8,LOUISVILLE,1075 SOUTH BOULDER RD UNIT 145
FA0000886,WAPOS,40.0642138,-105.2831881,1,4.4,509,62.083333333333336,3.5,BOULDER,4929 N BROADWAY ST UNIT A
FA0000887,TAJ RESTAURANT,39.9998522,-105.2610499,2,4.4,611,44.0,3.333333333333333,BOULDER,2630 BASELINE RD
FA0000888,TEX MEX,40.1663106,-105.1021649,2,4.3,71,15.0,1.0,LONGMONT,424 MAIN ST
FA0000897,SPRUCE CONFECTIONS,40.0170271,-105.2855673,2,4.5,161,32.0,2.5,BOULDER,767 PEARL ST STE B
FA0000898,THAI AVENUE,40.0071181,-105.2759597,1,4.3,113,55.0,4.333333333333333,BOULDER,1310 COLLEGE AVE UNIT 220
FA0000907,BUSABA,39.9980269,-105.2328968,2,4.3,25,54.82608695652174,5.75,BOULDER,4800 BASELINE RD UNIT A-110
FA0000909,DICKENS TAVERN,40.1641419,-105.1021362,2,4.2,1049,17.0,1.5,LONGMONT,300 MAIN ST
FA0000923,SUNDOWN SALOON,40.0175623,-105.280328,1,4.1,323,18.33333333333333,1.5,BOULDER,1136 PEARL ST
FA0000925,TAQUERIA ESPERANZA,39.9874949,-105.1072122,1,4.2,310,58.72727272727273,5.666666666666667,LAFAYETTE,1280 CENTAUR VILLAGE DR UNIT 4
FA0000926,DIA Y NOCHE CAFE,40.1733055,-105.087283,2,4.0,35,78.4375,5.333333333333333,LONGMONT,830 LASHLEY ST UNIT G
FA0000931,ROSALEES PIZZERIA,40.167029,-105.1028558,2,4.6,875,21.285714285714285,2.5,LONGMONT,461 MAIN ST
FA0000941,BOSS LADY PIZZA,40.007883,-105.2765749,1,4.4,475,32.35,3.5,BOULDER,1129 13TH ST UNIT B
FA0000942,UBON THAI CUISINE,39.964973,-105.503948,0,4.4,321,37.22222222222222,3.0,NEDERLAND,155 HWY 119 E
FA0000943,RINCON DEL SOL,40.014385,-105.2635761,2,4.2,667,94.0,8.5,BOULDER,2350 ARAPAHOE AVE
FA0000945,PEAK GOLF,40.1792325,-105.1459488,2,4.3,250,64.16666666666667,3.5,LONGMONT,1200 CORNELL DR
FA0000947,HALF FAST SUBS ON THE HILL,40.00903599999999,-105.2764282,1,4.6,810,37.63636363636363,3.5,BOULDER,1215 13TH ST
FA0000951,THE POST BREWING CO,39.9945463,-105.0913171,2,4.4,1062,26.5,2.5,LAFAYETTE,105 W EMMA ST
FA0000957,MALEE THAI,40.1883844,-105.1424108,1,4.2,264,61.266666666666666,7.5,LONGMONT,2939 17TH AVE
FA0000959,COSMOS PIZZA,40.0310906,-105.2590401,2,4.5,315,31.25,2.5,BOULDER,3117 28TH ST
FA0000961,SALT,40.0177859,-105.2815615,2,4.2,894,56.785714285714285,4.666666666666667,BOULDER,1047 PEARL ST
FA0000962,TONIC ALCHEMY LOUNGE,40.0175798,-105.2829121,2,4.6,159,5.0,1.0,BOULDER,2011 10TH ST
FA0000963,TORTUGAS,40.1625875,-105.1035581,2,4.7,235,30.0,2.0,LONGMONT,218 COFFMAN ST
FA0000966,SNARFS,40.0141309,-105.2284171,1,4.3,768,17.333333333333332,2.0,BOULDER,5340 ARAPAHOE AVE UNIT J
FA0000968,NCAR,40.0375653,-105.2418728,2,4.2,10,52.77777777777778,2.5,BOULDER,3450 MITCHELL LN BLDG 2
FA0000969,COVE CAFE THE,40.0640238,-105.2155232,2,4.1,336,35.5,3.0,BOULDER,5920 LONGBOW DR BLDG 2
FA0000970,GARDEN GATE CAFE THE,40.17898580000001,-105.1170561,1,4.4,299,50.86363636363637,5.5,LONGMONT,1135 FRANCIS ST
FA0000971,VIA TOSCANA,39.9654375,-105.1614611,2,4.6,485,10.866666666666667,5.0,LOUISVILLE,356 S MCCASLIN BLVD
FA0000972,BELEZA COFFEE BAR,40.0252868,-105.2810327,2,4.7,254,55.5,3.6666666666666665,BOULDER,2680 BROADWAY ST
FA0000973,VICS AGAIN,40.0353245,-105.25469,1,3.8,111,21.666666666666668,3.333333333333333,BOULDER,3305 30TH ST
FA0000974,GIOVANNITTI COFFEE,39.9779335,-105.1325197,2,4.8,53,18.33333333333333,1.5,LOUISVILLE,801 MAIN ST UNIT 110
FA0000975,LUUS ASIAN CUISINE,40.1780662,-105.1158913,2,3.8,25,53.85714285714285,4.666666666666667,LONGMONT,1104 FRANCIS ST
FA0000976,EVEREST RESTAURANT,40.1964295,-105.1012358,2,4.3,229,80.38461538461539,8.666666666666666,LONGMONT,2130 MAIN ST UNIT 15
FA0000990,BOULDER BURGER,40.0071181,-105.2759597,2,4.5,89,45.09090909090909,3.6666666666666665,BOULDER,1310 COLLEGE AVE UNIT 210
FA0000995,DURANGO MEXICAN RESTAURANT,40.1520246,-105.1189414,1,4.3,272,12.5,2.0,LONGMONT,1445 NELSON RD UNIT E
FA0000996,OZO COFFEE COMPANY,40.0141309,-105.2284171,2,4.6,615,26.0,2.0,BOULDER,5340 ARAPAHOE RD UNIT L
FA0000997,DILLINGERS BAR AND GRILL,39.9858184,-105.1068468,1,4.2,263,61.15384615384615,3.5,LAFAYETTE,1202 CENTAUR VILLAGE DR
FA0001000,HARD DRIVE CAFE AT SEAGATE,40.1544358,-105.1737783,2,3.5,12,58.333333333333336,4.5,LONGMONT,389 DISC DR
FA0001003,JIMMY JOHNS #669,40.01428749999999,-105.2497208,1,3.2,246,15.0,1.5,BOULDER,3310 ARAPAHOE AVE
FA0001004,MATEO,40.0199161,-105.2711326,3,4.3,363,92.36842105263158,6.333333333333333,BOULDER,1837 PEARL ST
FA0001005,LAUGHING GOAT COFFEE HOUSE,40.0195034,-105.273098,1,4.6,1231,52.69230769230769,3.25,Boulder,1709 PEARL ST
FA0001007,BLOFISH,40.0180908,-105.2770194,2,4.1,64,42.91666666666666,4.0,BOULDER,1932 14TH ST
FA0001014,VILLAGE COFFEE SHOP,40.0155875,-105.2634735,1,4.7,1147,26.53846153846154,4.333333333333333,BOULDER,1605 FOLSOM ST
FA0001017,TUNE UP AT FULL CYCLE,40.0246411,-105.2541237,2,4.7,37,10.666666666666666,1.5,BOULDER,2355 30TH ST
FA0001020,GOODFELLAS RESTAURANT & BAKERY,40.152061,-105.1039235,1,4.3,1429,47.285714285714285,4.5,LONGMONT,623 KEN PRATT BLVD
FA0001021,MCDONALDS NORTH,40.1925503,-105.1017538,1,3.5,1861,19.0,1.5,LONGMONT,1900 N MAIN ST
FA0001022,MCDONALDS SOUTH,40.1534998,-105.1031013,1,3.3,1498,10.333333333333334,1.5,LONGMONT,245 S MAIN ST
FA0001035,HANA JAPANESE BISTRO,39.9609922,-105.1672438,2,4.6,398,23.25,2.0,LOUISVILLE,1148-6 W DILLON RD
FA0001036,WAHOOS FISH TACO,40.021868,-105.258716,1,4.4,445,40.90909090909091,2.6666666666666665,BOULDER,2790 PEARL ST UNIT A
FA0001046,BLUE OWL BOOKS,39.95980720000001,-105.5105523,1,4.7,187,42.142857142857146,3.5,NEDERLAND,176 S HWY 119
FA0001055,STARBUCKS COFFEE 246,40.0148045,-105.213055,2,3.7,38,7.5,1.0,BOULDER,3033 ARAPAHOE RD
FA0001057,WING STOP,40.15283730000001,-105.1110897,2,3.8,370,1.0,1.0,LONGMONT,1100 KEN PRATT BLVD UNIT A
FA0001060,TASUKI,40.0152478,-105.2634023,2,4.6,288,56.94736842105263,9.5,BOULDER,1575 FOLSOM ST UNIT 201
FA0001072,SPOTTED JAMES THE,40.0169521,-105.2813363,2,2.7,10,37.0,2.5,BOULDER,1911 11TH ST UNIT 100
FA0001074,KITCHEN THE,40.0178146,-105.2817688,3,4.5,903,25.0,1.5,BOULDER,1039 PEARL ST
FA0001076,TRIDENT CAFE,40.017035,-105.2829136,1,4.7,893,20.214285714285715,4.666666666666667,BOULDER,940 PEARL ST
FA0001077,BOHEMIAN BIERGARTEN,40.0161719,-105.2778439,2,4.6,1613,123.65384615384616,6.5,BOULDER,2017 13TH ST
FA0001084,SINK THE,40.0085813,-105.2764048,2,4.5,2034,95.26315789473684,4.75,BOULDER,1165 13TH ST
FA0001086,TSING TAO,39.98398359999999,-105.2504244,2,4.1,335,46.42857142857143,4.666666666666667,BOULDER,607 A S BROADWAY ST
FA0001088,740 FRONT,39.9776522,-105.1305096,2,4.4,762,56.0,5.666666666666667,LOUISVILLE,740 FRONT ST
