,healthScore,cat_1,cat_2,cat_3,cat_5,cat_6,cat_7,cat_8,cat_9,cat_10,cat_12,cat_13,cat_14,googleRating,typeOfFacility_GROCERY STORE 0 TO 15000 SQ FT,typeOfFacility_GROCERY STORE W DELI 0 TO 15000 SQ FT,typeOfFacility_GROCERY STORE W DELI MORE THAN 15000 SQ FT,typeOfFacility_LIMITED FOOD SERVICE CONVENIENCE OTHER,typeOfFacility_MOBILE UNIT FULL FOOD SERVICE,typeOfFacility_NO FEE LICENSE K12 SCHOOLS NON PROFIT,typeOfFacility_RESTAURANT 0 TO 100 SEATS,typeOfFacility_RESTAURANT 101 TO 200 SEATS,typeOfFacility_RESTAURANT MORE THAN 200 SEATS,categoryOfFacility_BARS FRATERNAL ORGANIZATIONS,categoryOfFacility_FAST FOOD LIMITED MENU,categoryOfFacility_FULL MENU LIMITED SERVICE,categoryOfFacility_FULL SERVICE FULL MENU,categoryOfFacility_MOBILE UNITS,categoryOfFacility_RETAIL COMMISSARY
427,4,1,0,1,1,2,0,0,2,0,0,1,2,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
428,5,0,1,0,0,2,0,1,0,1,1,1,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
429,4,2,0,1,2,0,0,0,0,1,2,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
430,3,2,1,2,1,1,1,1,1,1,0,0,1,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
431,4,1,1,2,0,0,0,0,0,0,0,0,0,High,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
432,3,3,3,2,2,3,2,0,1,0,1,0,1,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
433,5,2,0,0,1,0,0,0,0,1,1,0,1,High,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
434,4,0,2,2,0,0,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
435,5,0,2,0,0,1,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
436,4,0,3,1,2,1,0,0,2,1,2,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
437,4,2,1,2,1,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
438,5,0,0,0,1,0,0,1,0,0,0,0,0,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
439,5,0,0,2,2,1,0,0,0,0,0,1,0,Low,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
440,5,0,1,0,0,0,0,1,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
441,5,0,1,1,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
442,4,0,0,1,1,0,0,1,1,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
443,3,3,1,1,1,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
444,4,1,4,1,2,1,0,0,0,0,1,1,1,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
445,3,2,4,2,3,2,0,0,0,1,1,0,1,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
446,5,0,0,0,0,0,0,0,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
447,3,4,3,5,0,2,1,1,5,2,2,1,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
448,5,0,1,0,0,0,0,0,1,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
449,5,0,0,1,0,0,0,0,2,0,2,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
450,4,2,2,1,2,1,1,0,1,1,1,1,1,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
451,4,0,1,2,0,0,0,1,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
452,4,0,1,1,0,0,0,1,0,0,1,0,0,High,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
453,4,0,1,2,2,2,0,2,0,0,1,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
454,3,2,2,2,2,1,1,1,1,1,1,1,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
455,5,0,1,0,0,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
456,5,0,1,0,1,2,0,0,0,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
457,4,2,1,0,1,1,0,1,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
458,3,2,2,3,1,0,0,1,1,1,3,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
459,4,0,2,1,1,2,0,0,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
460,4,0,2,1,1,1,0,0,0,0,2,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
461,3,1,2,3,0,1,0,0,2,0,2,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
462,3,0,3,3,2,1,0,1,0,0,2,1,1,High,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
463,5,0,3,1,0,1,0,1,1,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
464,4,0,3,1,1,3,0,3,1,1,4,0,1,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
465,2,1,1,0,1,1,0,1,0,1,1,1,1,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
466,5,1,2,1,1,2,0,0,0,0,0,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
467,3,3,2,2,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
468,5,0,1,1,0,0,0,0,0,0,1,1,1,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
469,5,0,1,1,1,1,0,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
470,5,0,3,2,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
471,5,0,2,0,1,1,0,0,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
472,4,2,1,4,0,1,0,1,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
473,4,3,3,3,0,0,0,3,1,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
474,4,1,2,1,1,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
475,5,1,2,3,1,0,0,0,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
476,3,0,3,2,0,3,0,3,2,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
477,3,2,1,2,1,1,0,2,1,0,1,1,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
478,4,1,5,1,1,3,2,1,2,1,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
479,4,0,4,5,3,1,0,4,0,0,1,1,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
480,5,0,0,2,2,0,0,0,0,0,0,0,1,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
481,4,2,4,2,1,1,0,1,0,1,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
482,5,0,0,0,0,1,0,1,0,0,0,0,1,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
483,4,0,1,1,1,0,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
484,3,1,3,2,2,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
485,5,0,2,2,0,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
486,3,2,2,2,0,1,0,1,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
487,3,1,3,3,0,1,0,1,1,1,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
488,4,2,4,4,1,1,1,2,2,1,3,2,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
489,4,1,1,1,0,1,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
490,4,0,0,2,0,1,0,1,2,0,1,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
491,4,0,1,1,2,3,0,0,0,0,0,0,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
492,5,0,0,0,2,0,0,0,0,0,0,0,0,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
493,5,0,0,0,0,0,0,1,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
494,4,1,1,3,0,0,0,0,1,0,0,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
495,5,0,0,0,1,1,0,0,0,0,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
496,4,0,1,1,1,2,0,1,0,0,0,0,0,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
497,3,2,4,2,2,1,0,2,3,2,2,1,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
498,4,0,3,1,0,1,0,1,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
499,4,1,1,3,1,1,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
500,5,0,0,0,0,0,0,0,1,0,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
501,4,1,1,1,0,3,0,1,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
502,4,1,2,2,1,2,1,1,1,1,0,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
503,4,0,2,2,2,1,0,0,0,0,2,2,1,Low,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
504,4,0,2,3,3,1,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
505,4,0,1,1,1,1,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
506,2,2,3,3,2,1,1,0,0,0,1,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
507,3,4,4,1,2,0,1,3,1,1,1,1,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
508,5,0,2,1,2,1,0,0,0,2,1,1,2,Low,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
509,4,1,2,2,1,3,0,2,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
510,5,0,0,2,0,1,0,0,0,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
511,4,1,1,2,0,0,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
512,5,0,1,0,1,0,0,0,0,0,2,1,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
513,3,3,6,6,2,3,0,2,1,1,4,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
514,3,2,4,2,0,1,1,0,0,0,2,1,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
515,5,0,2,1,2,2,0,1,0,1,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
516,5,0,1,0,0,1,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
517,3,0,3,1,0,2,0,1,2,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
518,4,0,2,2,0,1,0,0,1,1,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
519,4,0,1,3,0,0,0,0,2,0,1,2,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
520,5,0,0,0,1,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
521,5,0,1,1,1,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
522,3,1,3,2,2,1,0,1,2,1,2,0,1,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
523,4,1,1,2,0,1,0,0,2,0,1,1,2,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
524,5,0,1,1,1,1,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
525,5,0,2,2,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
526,4,0,2,2,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
527,4,0,2,1,0,3,0,0,0,0,2,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
528,4,0,5,0,0,1,0,3,0,1,2,1,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
529,3,1,2,3,2,3,1,1,1,1,3,0,1,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
530,4,2,3,1,0,0,0,0,1,0,3,0,0,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
531,5,0,0,0,1,1,0,1,0,1,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
532,5,0,1,2,0,0,1,0,0,0,0,1,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
533,4,1,3,3,1,1,0,0,0,1,1,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
534,5,0,1,0,0,0,0,0,0,0,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
535,4,1,2,3,0,0,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
536,5,0,1,0,2,1,0,1,0,1,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
537,4,0,1,2,2,1,0,1,0,1,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
538,5,0,1,2,0,1,0,0,1,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
539,5,0,0,0,0,2,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
540,5,0,0,2,0,1,0,1,0,2,2,1,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
541,4,1,3,1,0,0,0,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
542,4,0,4,3,1,0,2,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
543,5,0,0,0,0,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
544,3,0,1,2,1,1,0,1,0,0,2,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
545,4,0,2,0,1,2,0,0,1,0,0,1,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
546,5,0,2,0,0,0,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
547,3,0,2,3,2,2,0,1,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
548,3,2,5,4,1,4,1,0,1,1,3,1,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
549,5,0,0,0,0,0,0,0,1,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
550,5,0,0,0,0,0,0,0,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
551,5,0,2,2,1,1,0,3,0,1,1,1,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
552,5,0,2,3,0,0,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
553,4,0,2,3,1,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
554,5,0,0,0,1,0,0,0,1,0,0,0,1,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
555,2,2,3,3,2,2,0,2,3,3,4,3,4,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
556,5,0,1,1,2,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
557,5,0,3,0,1,1,0,0,1,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
558,5,1,1,0,1,1,0,1,0,0,0,0,1,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
559,5,0,1,1,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
560,4,0,1,1,0,0,0,2,1,0,1,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
561,5,0,1,0,1,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
562,5,0,0,0,0,0,0,1,1,0,0,0,1,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
563,5,1,2,0,0,1,1,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
564,5,0,1,0,0,1,0,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
565,5,0,0,0,0,0,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
566,3,2,1,2,0,3,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
567,4,1,0,1,0,1,1,0,0,0,0,0,0,High,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
568,3,0,1,3,2,0,1,1,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
569,3,3,4,2,1,2,1,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
570,5,0,1,1,2,1,0,0,0,1,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
571,5,0,0,0,1,0,0,0,0,0,0,0,1,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
572,4,0,1,1,1,0,0,1,0,1,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
573,3,3,4,5,3,4,0,3,0,1,1,0,2,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
574,4,3,3,3,0,1,0,1,1,0,0,0,0,High,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
575,4,0,2,2,0,1,0,0,1,1,1,0,1,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
576,5,1,2,1,1,2,0,0,0,0,1,1,2,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
577,4,0,2,2,0,2,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
578,5,0,0,1,0,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
579,5,1,2,2,0,1,0,0,3,0,3,2,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
580,2,3,4,4,0,2,1,0,0,0,1,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
581,4,2,0,2,0,2,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
582,4,1,0,2,0,0,0,1,0,0,2,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
583,5,0,0,0,0,1,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
584,5,0,1,1,1,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
585,3,1,2,1,1,0,0,1,1,1,1,0,1,High,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
586,5,0,2,0,2,1,0,0,0,0,1,0,0,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
587,5,1,0,1,1,1,0,0,2,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
588,5,0,2,0,0,0,0,0,0,0,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
589,5,0,1,0,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
590,5,0,0,0,1,0,0,0,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
591,4,1,3,4,2,1,1,1,0,0,2,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
592,5,1,1,2,0,1,0,1,0,0,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
593,4,2,2,2,0,2,1,2,1,0,2,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
594,5,0,0,1,0,1,0,0,0,0,1,0,1,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
595,5,0,1,0,0,0,0,1,0,0,0,0,0,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
596,5,0,1,0,1,1,0,1,0,0,0,0,0,High,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
597,4,1,1,2,1,0,0,0,0,0,1,0,0,Low,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
598,4,0,2,2,0,0,0,0,1,0,1,0,0,Low,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
599,5,0,2,0,2,2,0,0,0,0,0,0,0,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
600,5,0,1,1,0,2,0,0,0,0,0,0,1,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
601,4,1,2,2,1,1,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
602,4,0,2,2,0,0,0,1,0,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
603,4,0,1,2,0,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
604,5,1,0,1,0,0,0,0,0,0,0,0,0,High,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
605,3,1,3,2,0,0,0,1,1,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
606,3,2,1,1,1,1,0,1,1,1,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
607,5,0,0,0,1,0,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
608,4,0,3,3,0,1,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
609,5,0,1,1,1,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
610,3,0,3,4,2,3,0,1,0,2,1,1,2,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
611,5,0,1,0,0,0,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
612,5,0,1,0,2,1,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
613,4,0,1,3,2,2,0,2,0,0,2,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
614,4,0,1,2,3,0,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
615,5,0,1,1,0,0,0,0,0,0,0,0,1,Low,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
616,5,1,1,0,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
617,4,1,0,2,1,2,0,1,3,2,1,0,2,Low,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
618,5,2,0,0,0,1,0,0,0,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
619,3,1,0,2,1,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
620,4,0,3,0,1,2,0,2,0,0,3,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
621,5,0,1,1,0,0,0,1,0,1,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
622,5,0,1,0,1,3,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
623,5,0,0,0,1,0,0,0,0,0,0,0,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
624,4,0,2,3,0,0,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
625,3,1,3,3,2,2,0,3,2,1,1,0,1,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
626,4,1,1,4,0,3,0,0,1,0,3,0,1,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
627,3,2,2,2,1,3,0,1,1,0,1,1,0,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
628,5,0,0,0,0,0,0,1,0,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
629,4,1,2,2,0,1,0,0,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
630,5,0,2,2,1,1,0,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
631,5,0,1,0,0,1,0,1,0,0,1,0,0,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
632,4,0,2,2,0,0,1,1,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
633,4,0,4,4,0,2,0,1,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
634,5,1,1,2,0,1,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
635,5,0,2,0,0,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
636,4,1,2,0,1,1,0,0,1,1,1,1,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
637,4,1,1,2,0,2,0,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
638,5,0,1,1,0,0,0,1,0,0,2,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
639,4,0,2,1,0,1,0,1,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
640,5,0,2,1,1,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
641,4,1,3,2,1,0,0,1,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
642,4,0,2,4,0,2,0,2,2,0,1,0,2,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
643,5,0,1,1,0,1,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
644,5,0,0,1,2,1,0,0,0,0,0,0,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
645,3,3,4,1,3,1,1,2,2,0,2,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
